timestamp,latitude,longitude,no2_ugm3,pm10_ugm3,pm2_5_ugm3,o3_ugm3,temperature_degC,humidity_percent,is_anomaly,noise,wind_speed_ms,rain_mm,solar_radiation_wm2
8/9/2021 12:00,49.12716318,9.2144832,30.43,21.95,12.21,65.05,4.11,72.57,0,49.79,2.36,0,478.76
8/10/2021 12:00,49.12716318,9.2144832,49.37,21.57,10.41,60.92,5.76,54.35,1,40,0,0,493.12
8/11/2021 12:00,49.12716318,9.2144832,29,21,11.5,49.12,3.15,59.1,0,50.92,0,0,431.53
8/12/2021 12:00,49.12716318,9.2144832,29.36,21.24,11.68,59.74,1.64,63.19,0,61.7,1.01,0,462.82
8/13/2021 12:00,49.12716318,9.2144832,32.3,23.2,13.15,63.81,7.57,55.59,0,40,0,0,472.26
8/14/2021 12:00,49.12716318,9.2144832,29.84,,11.92,47.95,3.89,65.95,1,41.56,2.34,0,540.17
8/15/2021 12:00,49.12716318,9.2144832,26.85,19.57,10.43,60.51,6.85,55.07,0,40,1.88,7.13,388.26
8/16/2021 12:00,49.12716318,9.2144832,27.65,18.28,9.46,53.34,6.06,60.75,1,41.1,0,0,412.55
8/17/2021 12:00,49.12716318,9.2144832,27.65,22.82,12.87,59.44,4.29,60.75,1,44.24,0.14,0.84,479.26
8/18/2021 12:00,49.12716318,9.2144832,27.74,20.16,10.87,49.56,1.67,62.22,0,50.47,0,0,424.81
8/19/2021 12:00,49.12716318,9.2144832,28.37,20.58,11.19,64.58,5.08,71.84,0,54.28,0,0,341.24
8/20/2021 12:00,49.12716318,9.2144832,27.53,20.02,10.76,54.68,3.38,47.72,0,50.13,2,0,395.43
8/21/2021 12:00,49.12716318,9.2144832,26.84,19.56,10.42,65.29,6.47,63.8,0,50.26,5.53,0,437.06
8/22/2021 12:00,49.12716318,9.2144832,31.45,22.64,12.73,51.59,3.19,57.61,0,53.74,0.59,0,393.88
8/23/2021 12:00,49.12716318,9.2144832,26.93,19.62,10.46,59.15,6.86,63.23,0,52.22,1.01,0,398.91
8/24/2021 12:00,49.12716318,9.2144832,29.69,21.46,11.85,59.95,2.33,67.92,0,43.89,0.94,0,482.83
8/25/2021 12:00,49.12716318,9.2144832,33.9,18.6,9.7,48.65,5.39,52.22,1,40,1.02,8.18,396.39
8/26/2021 12:00,49.12716318,9.2144832,,22.55,12.66,,4.35,56.67,1,40.24,1.04,0,397.8
8/27/2021 12:00,49.12716318,9.2144832,26.93,19.62,10.47,49.62,1.91,58.24,0,40,0,0,405.85
8/28/2021 12:00,49.12716318,9.2144832,28.19,20.46,11.09,40.35,3.7,59.11,0,62.85,0.66,0,360.16
8/29/2021 12:00,49.12716318,9.2144832,31.22,22.48,12.61,49.48,3.39,61.52,0,40,0,0,432.2
8/30/2021 12:00,49.12716318,9.2144832,27.51,20.01,10.75,49.58,3.73,56.79,0,50.76,0,0.27,372.14
8/31/2021 12:00,49.12716318,9.2144832,26.02,19.01,10.01,51,6.18,54.85,0,60.47,0,0,425.58
9/1/2021 12:00,49.12716318,9.2144832,31.71,22.81,12.86,40.25,4.52,55.42,0,45.98,1.7,0,402.98
9/2/2021 12:00,49.12716318,9.2144832,30.35,21.9,12.18,57.55,1.47,65.13,0,40,0,0,399.15
9/3/2021 12:00,49.12716318,9.2144832,29.55,21.36,11.77,50.95,0.75,57.59,0,40,4.02,0,476.03
9/4/2021 12:00,49.12716318,9.2144832,30.76,22.17,12.38,59.83,2.93,45.99,0,40,1.08,3.44,393.17
9/5/2021 12:00,49.12716318,9.2144832,26.4,19.27,10.2,62.82,1.52,55.88,0,46.38,0,0.12,322.04
9/6/2021 12:00,49.12716318,9.2144832,28.01,20.34,11.01,57.66,0.27,54.56,0,42.83,0,0,401.54
9/7/2021 12:00,49.12716318,9.2144832,28.65,20.77,11.33,63.51,4.85,54.3,0,53.52,0.85,0,415.16
9/8/2021 12:00,49.12716318,9.2144832,28.68,20.79,11.34,53.41,6.49,46.25,0,42.46,2.41,1.38,412.61
9/9/2021 12:00,49.12716318,9.2144832,30.09,21.73,12.05,57.38,2.25,41.22,0,,0,0,365.32
9/10/2021 12:00,49.12716318,9.2144832,24.41,17.94,9.21,45.17,2.27,60.48,0,40,0.09,0,427.03
9/11/2021 12:00,49.12716318,9.2144832,26.63,19.42,10.31,50.27,3.06,67.76,0,40,0,0,447.82
9/12/2021 12:00,49.12716318,9.2144832,29.73,21.49,11.87,59.56,-0.25,54.09,0,45.85,1.57,0,324.07
9/13/2021 12:00,49.12716318,9.2144832,24.11,17.74,9.05,53.58,-0.51,48.24,0,40,6.25,0,307
9/14/2021 12:00,49.12716318,9.2144832,24.11,17.74,9.06,50.96,2.52,62.24,0,42.8,2.71,5.35,386.41
9/15/2021 12:00,49.12716318,9.2144832,28.58,20.72,11.29,64.63,2.68,54.63,1,49.51,0.13,0,378.23
9/16/2021 12:00,49.12716318,9.2144832,28.52,,11.26,64.63,-1.38,57.48,1,40,0.43,0,363.78
9/17/2021 12:00,49.12716318,9.2144832,28.57,,11.29,61.17,2.82,50.95,1,45.56,1.03,0,342.03
9/18/2021 12:00,49.12716318,9.2144832,22.48,16.65,8.24,51.05,3.39,62.14,0,40,2.64,0,419.77
9/19/2021 12:00,49.12716318,9.2144832,26.55,19.37,10.28,51.85,0.35,62.6,0,40,0.39,1.96,407.86
9/20/2021 12:00,49.12716318,9.2144832,26.31,19.21,10.16,59.05,1,54.59,0,43.74,0,0,328.33
9/21/2021 12:00,49.12716318,9.2144832,24.27,17.84,9.13,46.69,2,55.42,0,59.69,1.41,0,343.51
9/22/2021 12:00,49.12716318,9.2144832,27.25,19.83,10.62,54.55,5.29,58.26,0,51.1,1.13,0,410.89
9/23/2021 12:00,49.12716318,9.2144832,26.88,19.59,10.44,45.92,5.35,60,0,40,3.38,0,326.25
9/24/2021 12:00,49.12716318,9.2144832,23.33,17.22,8.67,65.27,3.98,55.92,0,40,0,0,413.53
9/25/2021 12:00,49.12716318,9.2144832,26.85,19.57,10.43,55.74,2.63,50.59,0,41.91,0,0,324.93
9/26/2021 12:00,49.12716318,9.2144832,23.8,17.54,8.9,55.17,0.15,64.26,0,52.43,0,0,381.56
9/27/2021 12:00,49.12716318,9.2144832,24.58,18.06,9.29,57.65,2.23,54.43,0,60.51,3.13,0,340.56
9/28/2021 12:00,49.12716318,9.2144832,27.77,20.18,10.88,44.84,0.44,62.26,0,40,3.68,0,380.16
9/29/2021 12:00,49.12716318,9.2144832,25.18,18.45,9.59,53.11,0.33,55.6,0,51.88,2.33,0,328.59
9/30/2021 12:00,49.12716318,9.2144832,29.44,21.3,11.72,51.11,4.4,47.19,0,40.29,0,0,377.51
10/1/2021 12:00,49.12716318,9.2144832,25.87,18.91,9.93,47.45,4.33,66.96,0,40,2.94,0,437.39
10/2/2021 12:00,49.12716318,9.2144832,24.66,18.1,9.33,53.56,3.18,63.6,0,47.49,0.59,0,394.78
10/3/2021 12:00,49.12716318,9.2144832,31.84,22.9,12.92,59.33,4.23,53.03,0,49.59,0.59,0.21,338.03
10/4/2021 12:00,49.12716318,9.2144832,28.33,20.56,11.17,47.02,3.16,53.97,0,49.86,0.16,0,355.16
10/5/2021 12:00,49.12716318,9.2144832,25.13,18.42,9.57,42.17,4.7,62.45,0,43.86,1.48,8.21,396.1
10/6/2021 12:00,49.12716318,9.2144832,27.69,20.13,10.84,,3.37,63.33,1,40,0,0,337.61
10/7/2021 12:00,49.12716318,9.2144832,25.87,18.91,9.93,60.03,4.13,66.11,0,40,0.5,0,330.35
10/8/2021 12:00,49.12716318,9.2144832,25.91,18.94,9.96,53.15,3.6,48.04,0,45.27,0.88,0,423.83
10/9/2021 12:00,49.12716318,9.2144832,26.76,19.51,10.38,52.27,3.38,57.71,0,40,0.92,0.95,411.04
10/10/2021 12:00,49.12716318,9.2144832,31.49,22.66,12.74,44.43,3.18,53.89,0,57.42,0.28,0,297.07
10/11/2021 12:00,49.12716318,9.2144832,26.29,19.19,10.14,50.14,1.43,65.37,0,40,1.82,0,350.45
10/12/2021 12:00,49.12716318,9.2144832,29.7,21.47,11.85,53.42,4.59,54.45,0,45.6,1.86,0,404.83
10/13/2021 12:00,49.12716318,9.2144832,27.57,20.05,10.79,59.91,2.24,56.56,0,57.3,0,,378.63
10/14/2021 12:00,49.12716318,9.2144832,31.85,22.9,12.92,55.28,2.42,63.13,0,44.46,1.89,0,402.92
10/15/2021 12:00,49.12716318,9.2144832,25.36,18.57,9.68,47.69,-0.43,59.61,0,43.84,4.48,0.12,318.22
10/16/2021 12:00,49.12716318,9.2144832,28.37,20.58,11.18,51.19,1.9,54.43,0,40,2.58,0,379.88
10/17/2021 12:00,49.12716318,9.2144832,28.81,20.87,11.41,57.54,4.06,45.31,0,61.16,1.88,0,402.49
10/18/2021 12:00,49.12716318,9.2144832,36.53,21.85,12.14,64.09,3.14,55.79,1,40,2.61,0,272.15
10/19/2021 12:00,49.12716318,9.2144832,36.53,20.1,10.82,64.09,-0.4,56.35,1,46.43,2.21,2.96,353.36
10/20/2021 12:00,49.12716318,9.2144832,27.34,19.89,10.67,50.31,3.98,45.24,0,40,0,0,312.52
10/21/2021 12:00,49.12716318,9.2144832,31.04,22.36,12.52,51.23,6.01,57.73,0,46.65,0.83,0,407.54
10/22/2021 12:00,49.12716318,9.2144832,25.45,18.64,9.73,60.38,2.57,48.77,0,62.1,9.53,0,377.59
10/23/2021 12:00,49.12716318,9.2144832,28.8,20.87,11.4,52.46,2.61,70.21,0,46.87,0.68,0,329.91
10/24/2021 12:00,49.12716318,9.2144832,29.3,21.2,11.65,51.62,3.95,61.38,0,44.39,1.27,0,421.11
10/25/2021 12:00,49.12716318,9.2144832,28.54,20.7,11.27,62.86,2.08,60.84,0,40.98,1.51,0,373.13
10/26/2021 12:00,49.12716318,9.2144832,27.01,19.67,10.5,53.1,1.38,58.71,0,40,3.35,0,365.13
10/27/2021 12:00,49.12716318,9.2144832,26.34,19.22,10.17,48.38,4.27,58.4,0,40,2.06,0,419.04
10/28/2021 12:00,49.12716318,9.2144832,25.15,18.43,9.57,52.54,5.2,54.62,0,46.28,1.97,0,387.89
10/29/2021 12:00,49.12716318,9.2144832,23.96,17.64,8.98,49.69,2.07,50.22,0,48.93,0,0,419.29
10/30/2021 12:00,49.12716318,9.2144832,23.78,17.52,8.89,69.72,4.63,58,1,51.36,0,0,408.29
10/31/2021 12:00,49.12716318,9.2144832,28.65,20.77,11.32,56.71,6.77,62.77,0,40,0,0,366.28
11/1/2021 12:00,49.12716318,9.2144832,,,7.86,47.33,2.68,44.69,1,40,0,0,391.39
11/2/2021 12:00,49.12716318,9.2144832,27.63,20.08,,53.98,-0.25,61.91,1,40.05,0,0,411.03
11/3/2021 12:00,49.12716318,9.2144832,26.33,19.22,10.16,54.86,2.71,50.12,0,40.89,0,0,399.12
11/4/2021 12:00,49.12716318,9.2144832,27.9,40.36,10.95,44,2.34,59.26,1,53.55,2.83,0,335.35
11/5/2021 12:00,49.12716318,9.2144832,28.67,20.78,11.33,62.57,3.02,61.09,0,44.29,2.25,0,451.51
11/6/2021 12:00,49.12716318,9.2144832,29.85,,11.93,56.38,1.47,58,1,42.73,0.56,0,408.93
11/7/2021 12:00,49.12716318,9.2144832,27.56,20.04,10.78,59.37,4.36,60.83,0,40,0,0,376.43
11/8/2021 12:00,49.12716318,9.2144832,32.06,23.04,13.03,44.41,4.02,58.87,0,40,0.94,0,400
11/9/2021 12:00,49.12716318,9.2144832,23.32,17.21,8.66,37.39,6.16,62.28,0,40,0.94,1.92,370.77
11/10/2021 12:00,49.12716318,9.2144832,25.63,18.75,9.81,54.05,6.04,48.84,0,51.23,1.27,0,404.26
11/11/2021 12:00,49.12716318,9.2144832,27.01,19.67,10.51,61.36,3.67,62.62,0,49.17,1.03,0,409.02
11/12/2021 12:00,49.12716318,9.2144832,31.46,22.64,12.73,42.63,5.92,57.34,0,44.45,2.17,0,483.68
11/13/2021 12:00,49.12716318,9.2144832,31.69,22.79,,50.13,3.9,55.12,1,,2.52,0,433.44
11/14/2021 12:00,49.12716318,9.2144832,33.49,23.99,13.75,56.47,3.52,55.08,0,53.87,2.22,0,447.87
11/15/2021 12:00,49.12716318,9.2144832,29.86,21.57,11.93,45.92,8.71,63.05,0,58.9,3.76,0,473.37
11/16/2021 12:00,49.12716318,9.2144832,28.89,20.93,11.45,51.9,4.33,60.44,0,45.9,1.47,0,504.05
11/17/2021 12:00,49.12716318,9.2144832,29.16,21.1,11.58,54.2,6.49,56.99,0,55.41,3.32,0,503
11/18/2021 12:00,49.12716318,9.2144832,26.79,19.53,10.4,56.96,3.1,46.28,0,57.98,0.87,1,466.06
11/19/2021 12:00,49.12716318,9.2144832,28.05,20.36,11.02,45.83,7.7,56.63,0,40,1.93,0,432.59
11/20/2021 12:00,49.12716318,9.2144832,28.96,20.97,11.48,48.99,4.28,61.07,0,40,0.23,0,454.04
11/21/2021 12:00,49.12716318,9.2144832,28.39,20.59,11.19,61.02,5.06,59.53,0,42.44,1.41,0.01,443.8
11/22/2021 12:00,49.12716318,9.2144832,28.33,20.55,11.17,59.04,2.86,57.13,0,41.96,1.78,0.71,491.29
11/23/2021 12:00,49.12716318,9.2144832,29.31,21.21,11.65,59.9,5.19,60.26,0,55.99,3.55,0,435.47
11/24/2021 12:00,49.12716318,9.2144832,33.34,23.9,13.67,47.01,7.62,67.46,0,41.78,0,0,468.99
11/25/2021 12:00,49.12716318,9.2144832,28.23,20.49,11.12,49.31,9.12,60.07,0,40,1.16,0,521.19
11/26/2021 12:00,49.12716318,9.2144832,26.3,19.2,10.15,56.94,4.28,52.31,0,42.81,4.02,0,552.39
11/27/2021 12:00,49.12716318,9.2144832,27.6,27.13,10.8,60,4.54,60.45,1,53.19,0.29,0,388.81
11/28/2021 12:00,49.12716318,9.2144832,27.83,27.13,10.91,61.37,5.93,62.01,1,41.88,0.48,0,487.3
11/29/2021 12:00,49.12716318,9.2144832,29.94,21.63,11.97,56.47,6.11,60.77,0,40,1.97,0,509.8
11/30/2021 12:00,49.12716318,9.2144832,30.39,21.93,12.2,49.48,6.49,53.35,0,51.08,1.41,0,414.87
12/1/2021 12:00,49.12716318,9.2144832,28.5,20.67,11.25,59.08,7.15,66.65,1,44.22,0,0,490.95
12/2/2021 12:00,49.12716318,9.2144832,27.62,20.08,10.81,55.17,7.88,62.84,0,51.85,0,0,524.3
12/3/2021 12:00,49.12716318,9.2144832,27.47,19.98,10.74,44.93,5.95,51.25,0,52.75,1.25,0,583.29
12/4/2021 12:00,49.12716318,9.2144832,30.23,21.82,12.11,57.6,6.37,59.64,0,57.23,0,0,459.61
12/5/2021 12:00,49.12716318,9.2144832,32.42,23.28,13.21,60.75,6.33,59.84,0,57.86,1.58,0,546.9
12/6/2021 12:00,49.12716318,9.2144832,31.96,22.97,12.98,66.56,8.7,55.72,0,40,1.91,0,521.94
12/7/2021 12:00,49.12716318,9.2144832,35.08,25.05,14.54,65.58,9.16,66.71,0,51.83,0.98,0,520.25
12/8/2021 12:00,49.12716318,9.2144832,29.19,21.12,11.59,,6.33,60.72,1,44.93,2,1.67,424.79
12/9/2021 12:00,49.12716318,9.2144832,32.25,23.17,13.12,59.55,7.65,61.27,1,55.39,0.14,0,548.74
12/10/2021 12:00,49.12716318,9.2144832,27.1,19.73,10.55,47.9,4.7,66.74,0,44.14,2.72,0,535.44
12/11/2021 12:00,49.12716318,9.2144832,31.84,22.89,12.92,55.83,9.91,67.14,0,40,5.18,0,532.13
12/12/2021 12:00,49.12716318,9.2144832,30.87,22.25,12.44,60.35,9.46,53.82,0,56.31,1.09,0,555.27
12/13/2021 12:00,49.12716318,9.2144832,33.63,17.87,13.82,61.95,7.01,62.05,1,41.65,1.66,0,571.84
12/14/2021 12:00,49.12716318,9.2144832,29.08,21.06,11.54,54.01,7.19,61.66,0,58.46,2.59,0,600.3
12/15/2021 12:00,49.12716318,9.2144832,29.47,21.31,11.73,92.12,7.77,61.48,1,40,3.09,0,551.49
12/16/2021 12:00,49.12716318,9.2144832,25.08,18.39,17.78,59.16,6.72,66.14,1,50.52,0,0,568.93
12/17/2021 12:00,49.12716318,9.2144832,31.56,22.71,12.78,59.54,6.36,61.81,0,59.92,2.91,0,544.79
12/18/2021 12:00,49.12716318,9.2144832,29.79,21.52,11.89,52.25,7.06,63.23,0,49.48,1.71,0,596.21
12/19/2021 12:00,49.12716318,9.2144832,30.44,21.96,12.22,57.1,4.31,61.3,0,40,3.28,0,560.8
12/20/2021 12:00,49.12716318,9.2144832,32.81,23.54,13.41,57.43,9.7,66.76,0,47.27,1.26,0,558.54
12/21/2021 12:00,49.12716318,9.2144832,25.56,21.68,12.01,62.12,11.29,65.15,1,58.63,0.67,0,573.84
12/22/2021 12:00,49.12716318,9.2144832,28.71,20.81,11.36,66.38,10.47,60.16,0,50.28,0.8,0,620.3
12/23/2021 12:00,49.12716318,9.2144832,29.83,21.55,11.91,57,10.47,68.33,0,41.63,2.16,0,580.39
12/24/2021 12:00,49.12716318,9.2144832,32.58,23.39,13.29,53.66,9.31,52.37,0,48.38,3.53,0,587.79
12/25/2021 12:00,49.12716318,9.2144832,32.55,23.37,13.27,68.68,12.85,72.84,0,,1.86,0,647.25
12/26/2021 12:00,49.12716318,9.2144832,29.15,21.1,11.57,48.36,9.16,64.88,0,50.12,0.84,0,594.31
12/27/2021 12:00,49.12716318,9.2144832,26.93,19.62,10.47,56.91,9.57,65.17,0,54.32,0.13,0,609.88
12/28/2021 12:00,49.12716318,9.2144832,31,22.33,12.5,57.53,10.05,59.45,0,42.41,4.21,0,616.79
12/29/2021 12:00,49.12716318,9.2144832,28.74,20.82,11.37,48.3,10.49,66.71,0,65.48,0,0,646.29
12/30/2021 12:00,49.12716318,9.2144832,28.98,20.99,11.49,56.82,8.43,67.12,0,48.73,1.78,0,611.54
12/31/2021 12:00,49.12716318,9.2144832,32.26,23.18,13.13,63.11,8.92,69.75,0,57.43,3.7,5.03,644.91
1/1/2022 12:00,49.12716318,9.2144832,32.59,23.39,13.29,58.83,12.58,54.39,0,46.01,1.51,0,593.1
1/2/2022 12:00,49.12716318,9.2144832,35.88,25.59,25.82,62.88,12.68,71.99,1,41.52,2.1,,589.71
1/3/2022 12:00,49.12716318,9.2144832,29.7,21.47,11.85,65.12,11.42,61.62,0,55.46,2.77,0,654.11
1/4/2022 12:00,49.12716318,9.2144832,31.34,22.56,12.67,54.9,11.76,60.43,0,53.94,0,0,635.28
1/5/2022 12:00,49.12716318,9.2144832,35.12,25.08,14.56,97.28,9.61,69.89,1,47.1,4.37,0,686.21
1/6/2022 12:00,49.12716318,9.2144832,31.23,22.49,12.62,58.69,11.76,55.75,0,55.05,3.24,0,664.41
1/7/2022 12:00,49.12716318,9.2144832,34.5,24.67,14.25,67.88,10.69,69.52,0,49.85,3.08,0,652.41
1/8/2022 12:00,49.12716318,9.2144832,30.5,22,12.25,48.31,12.07,72,0,40,0,0,677.97
1/9/2022 12:00,49.12716318,9.2144832,32.98,23.66,13.49,67.75,14.81,61.5,0,54.57,1.46,0,665.58
1/10/2022 12:00,49.12716318,9.2144832,35,25,14.5,64.06,11.52,76.05,0,61.06,1.53,0,692.6
1/11/2022 12:00,49.12716318,9.2144832,36.4,25.94,15.2,64.14,10.4,66.8,0,51.55,2.08,0.49,763.93
1/12/2022 12:00,49.12716318,9.2144832,31.82,22.88,12.91,60.53,12.62,69.42,0,67.89,1.61,0,746.34
1/13/2022 12:00,49.12716318,9.2144832,33.83,24.22,13.92,55.36,11.3,70.16,0,61.62,5.35,0,705.72
1/14/2022 12:00,49.12716318,9.2144832,36.37,25.91,15.18,65.72,11.58,59.81,0,55.31,2.54,0.2,584.13
1/15/2022 12:00,49.12716318,9.2144832,36.09,25.72,15.04,71.84,12.04,63.11,0,66.01,0,0,643.61
1/16/2022 12:00,49.12716318,9.2144832,34.62,24.74,14.31,69.38,15.96,69.92,0,51.58,2.52,0.38,651.49
1/17/2022 12:00,49.12716318,9.2144832,31.32,22.55,12.66,56.23,14.63,76.5,0,56.99,3.43,0,765.88
1/18/2022 12:00,49.12716318,9.2144832,28.38,20.59,11.19,55.64,9.6,69.91,0,52.78,3.51,0,790.93
1/19/2022 12:00,49.12716318,9.2144832,33.07,23.71,13.53,56.47,13.54,71.58,0,47.66,0,0,743.91
1/20/2022 12:00,49.12716318,9.2144832,33.07,23.71,13.53,64.81,13.04,63.8,0,57.14,2.18,0,723.36
1/21/2022 12:00,49.12716318,9.2144832,34.82,24.88,14.41,61.16,14.52,66.48,0,66.54,5.4,0,786.11
1/22/2022 12:00,49.12716318,9.2144832,25.45,18.63,9.72,69.83,14.36,69.53,0,40.28,0,0,734.08
1/23/2022 12:00,49.12716318,9.2144832,34.42,24.61,14.21,52.75,17.7,65.47,1,48.22,1.13,0,733.52
1/24/2022 12:00,49.12716318,9.2144832,34.41,24.61,14.21,62.36,13.61,53.87,0,51.27,6.53,0,737.65
1/25/2022 12:00,49.12716318,9.2144832,33.68,24.12,13.84,64.16,12.31,66.87,0,52.48,3.46,0,705.35
1/26/2022 12:00,49.12716318,9.2144832,39.69,28.13,16.85,63.05,14.5,67.76,0,58,3.12,0,742.85
1/27/2022 12:00,49.12716318,9.2144832,37.73,26.82,15.87,60.01,14.48,64.75,0,54.89,3.24,5.36,813.76
1/28/2022 12:00,49.12716318,9.2144832,34.08,24.39,14.04,63.8,14.22,61.96,0,51.55,4.91,0,735.03
1/29/2022 12:00,49.12716318,9.2144832,35.34,25.23,14.67,56.29,17.24,58.92,0,50.71,2.77,0,721.7
1/30/2022 12:00,49.12716318,9.2144832,35.34,25.23,,69.66,13.41,70.49,1,40,2.53,0,766.56
1/31/2022 12:00,49.12716318,9.2144832,30.51,22.01,12.26,80.18,13.46,65.79,0,58.19,1.96,0,782.93
2/1/2022 12:00,49.12716318,9.2144832,36.11,25.74,15.06,59.43,14.19,69.79,0,51.32,2.33,0,751.22
2/2/2022 12:00,49.12716318,9.2144832,36.57,26.05,15.29,61.38,12.86,75.48,0,57.75,2.28,0,808.11
2/3/2022 12:00,49.12716318,9.2144832,36.8,26.2,15.4,68.35,15.35,53.51,0,65.76,1.7,0,739.57
2/4/2022 12:00,49.12716318,9.2144832,31.17,22.45,12.59,64.48,16.41,70.53,0,61.33,2.03,,779.95
2/5/2022 12:00,49.12716318,9.2144832,35.82,25.55,14.91,65.07,14.93,61.97,0,64.52,2.64,0,797.44
2/6/2022 12:00,49.12716318,9.2144832,39.11,27.74,16.56,61.61,18.36,75.65,0,45.56,2.26,0,729.18
2/7/2022 12:00,49.12716318,9.2144832,33.36,23.9,13.68,61.53,13.23,71.91,0,54.71,1.44,0,852.97
2/8/2022 12:00,49.12716318,9.2144832,35.82,25.55,14.91,58.83,18.17,78.28,0,54.67,4.36,0,812.51
2/9/2022 12:00,49.12716318,9.2144832,34.82,24.88,14.41,67.84,17.22,65.81,0,62.81,6.44,0,808.08
2/10/2022 12:00,49.12716318,9.2144832,32.1,23.07,13.05,65.98,13.55,53.65,0,59.82,3.52,0,784.37
2/11/2022 12:00,49.12716318,9.2144832,35.96,25.64,14.98,83.28,18.43,60.86,1,49.88,3.44,0,774.3
2/12/2022 12:00,49.12716318,9.2144832,32.86,23.57,13.43,83.28,18.6,72.59,1,59.93,11.13,0,833.1
2/13/2022 12:00,49.12716318,9.2144832,36.89,26.26,15.44,52.85,17.08,61.65,0,45.61,0.43,0,833.83
2/14/2022 12:00,49.12716318,9.2144832,34.21,24.48,14.11,66.26,16.24,73.8,0,56.82,1.96,0,812.68
2/15/2022 12:00,49.12716318,9.2144832,39.09,26.92,15.94,64.86,18.45,77.09,1,53.67,5.01,0,820.22
2/16/2022 12:00,49.12716318,9.2144832,39.09,22.21,12.41,67.32,15.54,78.07,1,56.21,2.32,0,773.43
2/17/2022 12:00,49.12716318,9.2144832,37.61,26.74,15.8,75.84,18.41,66.13,0,58.97,4.03,0.17,748.43
2/18/2022 12:00,49.12716318,9.2144832,36.19,25.8,15.1,68.98,19,73.55,0,56.65,1.04,0,864.9
2/19/2022 12:00,49.12716318,9.2144832,,23.73,13.55,69.56,16.95,70.47,1,80.92,0.34,0,880.23
2/20/2022 12:00,49.12716318,9.2144832,37,26.34,15.5,73.93,18.12,62.43,0,41,2.64,0,846.41
2/21/2022 12:00,49.12716318,9.2144832,32.18,23.12,13.09,70.81,16.27,69.99,0,60.77,5.86,0,844.47
2/22/2022 12:00,49.12716318,9.2144832,37.75,26.84,,72.05,18.11,70.24,1,63.26,0,0,866.5
2/23/2022 12:00,49.12716318,9.2144832,39.24,27.83,16.62,58.76,18.07,75.09,0,71.92,4.32,1.75,906.31
2/24/2022 12:00,49.12716318,9.2144832,33.79,24.19,13.89,60.75,19.21,77.04,0,71.92,2.14,2.04,772.42
2/25/2022 12:00,49.12716318,9.2144832,35.64,25.42,14.82,66.41,22.43,61.48,0,57.21,2.04,1.98,829.77
2/26/2022 12:00,49.12716318,9.2144832,35.29,25.19,14.64,71.7,18.33,70.79,0,48.03,3.57,0,771.39
2/27/2022 12:00,49.12716318,9.2144832,32.43,23.29,13.22,65.84,21.2,76.34,0,69.65,1.45,0,799.91
2/28/2022 12:00,49.12716318,9.2144832,37,26.33,15.5,67.24,23.35,65.1,0,72.81,3.15,0,831.42
3/1/2022 12:00,49.12716318,9.2144832,37.69,26.79,15.85,62.93,23.69,66.44,0,67.01,5.31,0,879.86
3/2/2022 12:00,49.12716318,9.2144832,39.17,27.78,16.59,72.63,18.12,60.2,0,68.54,2.85,0,816.14
3/3/2022 12:00,49.12716318,9.2144832,32.44,23.29,13.22,66.93,17.19,84.58,0,53.47,4.36,0,823.41
3/4/2022 12:00,49.12716318,9.2144832,34.54,24.69,14.27,57.97,19.29,65.09,0,51.34,3.74,0,873.67
3/5/2022 12:00,49.12716318,9.2144832,36.56,26.04,15.28,69.4,15.87,62.06,0,55.47,4.53,0,957.11
3/6/2022 12:00,49.12716318,9.2144832,38.34,27.23,16.17,68.53,18.32,73.34,0,54.76,0.67,0,869.54
3/7/2022 12:00,49.12716318,9.2144832,36.91,26.27,15.46,67.96,20.59,68.9,0,62.16,1.99,0,852.17
3/8/2022 12:00,49.12716318,9.2144832,39.63,28.09,16.82,67.76,18.05,69.55,0,59.3,3.5,0,891.4
3/9/2022 12:00,49.12716318,9.2144832,33.4,23.93,13.7,59.73,20.45,76.36,0,64.28,1.87,0,865.14
3/10/2022 12:00,49.12716318,9.2144832,39,27.67,16.5,79.36,17.41,75.27,0,55.26,3.08,0,901.8
3/11/2022 12:00,49.12716318,9.2144832,37.74,26.82,15.87,68.2,25.33,76.27,0,47.28,3.2,0,902.45
3/12/2022 12:00,49.12716318,9.2144832,37.26,26.51,15.63,66.32,21.41,82.09,0,66.18,2.33,0,819.46
3/13/2022 12:00,49.12716318,9.2144832,40.83,28.89,17.41,74.01,22.98,68.27,0,57.36,2.71,0,891.14
3/14/2022 12:00,49.12716318,9.2144832,37.28,26.52,15.64,78.06,21.36,63.96,0,66.79,1.45,0,848.7
3/15/2022 12:00,49.12716318,9.2144832,35.19,25.13,14.59,70.18,18.93,76.75,0,44.87,2.37,0,888.95
3/16/2022 12:00,49.12716318,9.2144832,36.23,25.82,15.11,70.95,16.17,60.93,0,56.33,3.78,0,910.19
3/17/2022 12:00,49.12716318,9.2144832,33.02,23.68,13.51,63.39,20.8,73.45,0,64.07,4.42,0,923.38
3/18/2022 12:00,49.12716318,9.2144832,35.28,25.19,14.64,72.12,18.03,71.99,0,52.25,2.12,0,852.08
3/19/2022 12:00,49.12716318,9.2144832,36.07,25.71,15.03,79.2,20.16,63.16,0,47.53,4.24,0,914.21
3/20/2022 12:00,49.12716318,9.2144832,36.2,25.8,15.1,62.31,19.61,68.06,0,62.28,6.72,0,865.39
